nb_genes,name,product,type,partition,subpartition,partition_exact,partition_soft,length_avg,length_med,nb_organisms,Vibrio_coralliilyticus_RE22A,Vibrio_coralliilyticus_ATCC_BAA-450,Vibrio_coralliilyticus_OCN008,Vibrio_coralliilyticus_SNUTY-1,Vibrio_coralliilyticus_RE22B,Vibrio_coralliilyticus_AIC-7,Vibrio_coralliilyticus_S2052,Vibrio_coralliilyticus_S2043,viz,label,Vibrio_coralliilyticus_OCN014,Vibrio_coralliilyticus_080116A,Vibrio_coralliilyticus_RE98,Vibrio_coralliilyticus_NA0301,Vibrio_coralliilyticus_58,Vibrio_coralliilyticus_RE87,Vibrio_coralliilyticus_P1,degree
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,230.0,230,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",HCPBJEEI_01300,,,HCPBJEEI_01300,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,908.0,908,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",HCPBJEEI_01301,,,HCPBJEEI_01301,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,212.0,212,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",HCPBJEEI_01302,,,HCPBJEEI_01302,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,131.0,131,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",HCPBJEEI_01304,,,HCPBJEEI_01304,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,137.0,137,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",HCPBJEEI_04229,,,HCPBJEEI_04229,,,,,2
4,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,869.0,869,4,,,FKIKDOPA_02952,KFHGEANF_06132,,,NFFLFIEF_01717,GIHCKAFH_01910,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 4.0}",NFFLFIEF_01717,,,,,,,,5
3,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,1191.0,1238,3,,,,KFHGEANF_05849,,,NFFLFIEF_01718,GIHCKAFH_01909,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 3.0}",NFFLFIEF_01718,,,,,,,,2
5,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,473.0,473,5,,,FKIKDOPA_02949,KFHGEANF_05850,,NMLJHHJO_04754,NFFLFIEF_01719,GIHCKAFH_01908,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 5.0}",NFFLFIEF_01719,,,,,,,,5
5,rhaR_9,HTH-type transcriptional activator RhaR,CDS,cloud,C,exact_accessory,soft_accessory,944.0,941,5,,,FKIKDOPA_02947,,,NMLJHHJO_04756,NFFLFIEF_01721,GIHCKAFH_01906,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 5.0}",NFFLFIEF_01721,AADFBFMN_05177,,,,,,,3
3,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,305.0,305,3,,,,KFHGEANF_05857,,,NFFLFIEF_01726,GIHCKAFH_01901,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 3.0}",NFFLFIEF_01726,,,,,,,,3
3,sgrR_2,HTH-type transcriptional regulator SgrR,CDS,cloud,C,exact_accessory,soft_accessory,1583.0,1583,3,,,,KFHGEANF_05858,,,NFFLFIEF_01727,GIHCKAFH_01900,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 3.0}",NFFLFIEF_01727,,,,,,,,2
3,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,176.0,176,3,,,,KFHGEANF_05859,,,NFFLFIEF_01728,GIHCKAFH_01899,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 3.0}",NFFLFIEF_01728,,,,,,,,2
3,mcpQ,Methyl-accepting chemotaxis protein McpQ,CDS,cloud,C,exact_accessory,soft_accessory,1949.0,1949,3,,,,KFHGEANF_05860,,,NFFLFIEF_01729,GIHCKAFH_01898,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 3.0}",NFFLFIEF_01729,,,,,,,,2
3,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,845.0,845,3,,,,KFHGEANF_05861,,,NFFLFIEF_01730,GIHCKAFH_01897,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 3.0}",NFFLFIEF_01730,,,,,,,,3
3,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,323.0,323,3,,,,KFHGEANF_05864,,,NFFLFIEF_01733,GIHCKAFH_01894,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 3.0}",NFFLFIEF_01733,,,,,,,,3
3,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,863.0,863,3,,,,KFHGEANF_05865,,,NFFLFIEF_01734,GIHCKAFH_01893,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 3.0}",NFFLFIEF_01734,,,,,,,,2
3,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,491.0,491,3,,,,KFHGEANF_05866,,,NFFLFIEF_01735,GIHCKAFH_01892,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 3.0}",NFFLFIEF_01735,,,,,,,,2
13,ephA,Epoxide hydrolase A,CDS,persistent,P,exact_accessory,soft_accessory,944.92,944,13,IJBHHNBA_01755,CPFIEJMN_04031,,KFHGEANF_05869,MKACMLCG_05282,NMLJHHJO_04762,NFFLFIEF_01738,GIHCKAFH_01889,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 13.0}",NFFLFIEF_01738,AADFBFMN_05186,PFGAHHNN_03148,HCPBJEEI_05186,PNJLNNEM_03962,,ACOGLMFH_02026,AHGDBNMD_01256,4
8,,hypothetical protein,CDS,shell,S1,exact_accessory,soft_accessory,485.38,479,8,IJBHHNBA_01751,,,KFHGEANF_05874,MKACMLCG_05286,,NFFLFIEF_01742,GIHCKAFH_01885,"{'color': {'r': 0, 'g': 216, 'b': 96, 'a': 0.0}, 'size': 8.0}",NFFLFIEF_01742,AADFBFMN_05190,PFGAHHNN_03144,,,,ACOGLMFH_02030,,2
8,,hypothetical protein,CDS,shell,S1,exact_accessory,soft_accessory,263.0,263,8,IJBHHNBA_01747,,,KFHGEANF_05878,MKACMLCG_05290,,NFFLFIEF_01746,GIHCKAFH_01881,"{'color': {'r': 0, 'g': 216, 'b': 96, 'a': 0.0}, 'size': 8.0}",NFFLFIEF_01746,AADFBFMN_05194,PFGAHHNN_03140,,,,ACOGLMFH_02034,,7
4,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,584.0,584,4,,,FKIKDOPA_05468,,,NMLJHHJO_04764,NFFLFIEF_01747,GIHCKAFH_01880,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 4.0}",NFFLFIEF_01747,,,,,,,,4
10,,hypothetical protein,CDS,shell,S1,exact_accessory,soft_accessory,319.4,314,9,,CPFIEJMN_04093,FKIKDOPA_05176,KFHGEANF_05915,,NMLJHHJO_04684,NFFLFIEF_01762,GIHCKAFH_01865,"{'color': {'r': 0, 'g': 216, 'b': 96, 'a': 0.0}, 'size': 9.0}",NFFLFIEF_01762,AADFBFMN_05241,PFGAHHNN_03735|PFGAHHNN_04882,,PNJLNNEM_04034,,,,10
4,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,467.0,467,4,,,,,,NMLJHHJO_04794,NFFLFIEF_01769,GIHCKAFH_01858,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 4.0}",NFFLFIEF_01769,,,,,,,AHGDBNMD_04087,2
3,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,3453.0,3455,3,,,,,,,NFFLFIEF_01784,GIHCKAFH_02673,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 3.0}",NFFLFIEF_01784,,,,PNJLNNEM_01290,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,485.0,485,2,,,,,,,NFFLFIEF_03404,GIHCKAFH_00152,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",GIHCKAFH_00152,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,797.0,797,2,,,,,,,NFFLFIEF_03405,GIHCKAFH_00153,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",GIHCKAFH_00153,,,,,,,,2
3,ubiE_1,Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE,CDS,cloud,C,exact_accessory,soft_accessory,753.0,749,3,,,,,,NMLJHHJO_01092,NFFLFIEF_03407,GIHCKAFH_00155,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 3.0}",GIHCKAFH_00155,,,,,,,,3
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,203.0,203,2,,,,,,,NFFLFIEF_03408,GIHCKAFH_00156,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",GIHCKAFH_00156,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,101.0,101,2,,,,,,,NFFLFIEF_03409,GIHCKAFH_00157,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",GIHCKAFH_00157,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,521.0,521,2,,,,,,,NFFLFIEF_03419,GIHCKAFH_00167,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",GIHCKAFH_00167,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,866.0,866,2,,,,,,,NFFLFIEF_03423,GIHCKAFH_00171,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",GIHCKAFH_00171,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,332.0,332,2,,,,,,,NFFLFIEF_03424,GIHCKAFH_00172,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",GIHCKAFH_00172,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,422.0,422,2,,,,,,,NFFLFIEF_03425,GIHCKAFH_00173,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",GIHCKAFH_00173,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,638.0,638,2,,,,,,,NFFLFIEF_03426,GIHCKAFH_00174,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",GIHCKAFH_00174,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,392.0,392,2,,,,,,,NFFLFIEF_03427,GIHCKAFH_00175,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",GIHCKAFH_00175,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,557.0,557,2,,,,,,,NFFLFIEF_03430,GIHCKAFH_00178,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",GIHCKAFH_00178,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,194.0,194,2,,,,,,,NFFLFIEF_03431,GIHCKAFH_00179,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",GIHCKAFH_00179,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,494.0,494,2,,,,,,,NFFLFIEF_03434,GIHCKAFH_00182,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",GIHCKAFH_00182,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,356.0,356,2,,,,,,,NFFLFIEF_03437,GIHCKAFH_00185,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",GIHCKAFH_00185,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,212.0,212,2,,,,,,,NFFLFIEF_03438,GIHCKAFH_00186,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",GIHCKAFH_00186,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,284.0,284,2,,,,,,,NFFLFIEF_03439,GIHCKAFH_00187,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",GIHCKAFH_00187,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,455.0,455,2,,,,,,,NFFLFIEF_03441,GIHCKAFH_00189,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",GIHCKAFH_00189,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,584.0,584,2,,,,,,,NFFLFIEF_03443,GIHCKAFH_00191,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",GIHCKAFH_00191,,,,,,,,2
3,fosA_2,Glutathione transferase FosA,CDS,cloud,C,exact_accessory,soft_accessory,398.0,398,3,,CPFIEJMN_02998,,,,,NFFLFIEF_03444,GIHCKAFH_00192,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 3.0}",GIHCKAFH_00192,,,,,,,,4
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,221.0,221,2,,,,,,,NFFLFIEF_03445,GIHCKAFH_00193,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",GIHCKAFH_00193,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,428.0,428,2,,,,,,,NFFLFIEF_03446,GIHCKAFH_00194,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",GIHCKAFH_00194,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,557.0,557,2,,,,,,,NFFLFIEF_03448,GIHCKAFH_00196,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",GIHCKAFH_00196,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,461.0,461,2,,,,,,,NFFLFIEF_03450,GIHCKAFH_00198,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",GIHCKAFH_00198,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,605.0,605,2,,,,,,,NFFLFIEF_03451,GIHCKAFH_00199,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",GIHCKAFH_00199,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,491.0,491,2,,,,,,,NFFLFIEF_03453,GIHCKAFH_00201,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",GIHCKAFH_00201,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,371.0,371,2,,,,,,,NFFLFIEF_03454,GIHCKAFH_00202,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",GIHCKAFH_00202,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,602.0,602,2,,,,,,,NFFLFIEF_03455,GIHCKAFH_00203,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",GIHCKAFH_00203,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,338.0,338,2,,,,,,,NFFLFIEF_03456,GIHCKAFH_00204,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",GIHCKAFH_00204,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,215.0,215,2,,,,,,,NFFLFIEF_03457,GIHCKAFH_00205,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",GIHCKAFH_00205,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,659.0,659,2,,,,,,,NFFLFIEF_03669,GIHCKAFH_00206,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",GIHCKAFH_00206,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,371.0,371,2,,,,,,,NFFLFIEF_03670,GIHCKAFH_00207,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",GIHCKAFH_00207,,,,,,,,2
4,trmH_1,tRNA (guanosine(18)-2'-O)-methyltransferase,CDS,cloud,C,exact_accessory,soft_accessory,608.75,593,4,,,FKIKDOPA_05563,,,,NFFLFIEF_03671,GIHCKAFH_00208,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 4.0}",GIHCKAFH_00208,,,HCPBJEEI_01167,,,,,5
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,335.0,335,2,,,,,,,NFFLFIEF_03672,GIHCKAFH_00209,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",GIHCKAFH_00209,,,,,,,,2
13,,hypothetical protein,CDS,persistent,P,exact_accessory,soft_accessory,251.0,251,11,IJBHHNBA_01836,,FKIKDOPA_00985,KFHGEANF_06042,MKACMLCG_05201,NMLJHHJO_04661,NFFLFIEF_01663|NFFLFIEF_03673,GIHCKAFH_01964|GIHCKAFH_00210,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 11.0}",GIHCKAFH_00210,,PFGAHHNN_01612,HCPBJEEI_05093,,,ACOGLMFH_02505,AHGDBNMD_04029,7
3,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,1262.0,1262,3,IJBHHNBA_01613,,,,MKACMLCG_04208,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 3.0}",IJBHHNBA_01613,,PFGAHHNN_01033,,,,,,2
3,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,1898.0,1898,3,IJBHHNBA_01614,,,,MKACMLCG_04207,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 3.0}",IJBHHNBA_01614,,PFGAHHNN_01034,,,,,,3
4,,hypothetical protein,CDS,shell,S1,exact_accessory,soft_accessory,197.75,194,4,IJBHHNBA_04450,CPFIEJMN_03737,,,MKACMLCG_03011,,,,"{'color': {'r': 0, 'g': 216, 'b': 96, 'a': 0.0}, 'size': 4.0}",IJBHHNBA_04450,,,,,,ACOGLMFH_04336,,2
1,mdtB_2,Multidrug resistance protein MdtB,CDS,cloud,C,exact_accessory,soft_accessory,1937.0,1937,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",FLLLBHKB_03047,,,,,FLLLBHKB_03047,,,2
1,czcA_1,Cobalt-zinc-cadmium resistance protein CzcA,CDS,cloud,C,exact_accessory,soft_accessory,1154.0,1154,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",FLLLBHKB_03048,,,,,FLLLBHKB_03048,,,2
1,ynjB_1,Protein YnjB,CDS,cloud,C,exact_accessory,soft_accessory,701.0,701,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",FLLLBHKB_03061,,,,,FLLLBHKB_03061,,,2
1,ynjB_2,Protein YnjB,CDS,cloud,C,exact_accessory,soft_accessory,449.0,449,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",FLLLBHKB_03062,,,,,FLLLBHKB_03062,,,2
4,luxN_1,Autoinducer 1 sensor kinase/phosphatase LuxN,CDS,cloud,C,exact_accessory,soft_accessory,2415.5,2516,4,,,,KFHGEANF_02533,,NMLJHHJO_04380,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 4.0}",FLLLBHKB_03072,,,,PNJLNNEM_00467,FLLLBHKB_03072,,,3
1,polB_1,DNA polymerase II,CDS,cloud,C,exact_accessory,soft_accessory,1151.0,1151,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",FLLLBHKB_03078,,,,,FLLLBHKB_03078,,,2
1,polB_2,DNA polymerase II,CDS,cloud,C,exact_accessory,soft_accessory,1211.0,1211,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",FLLLBHKB_03079,,,,,FLLLBHKB_03079,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,179.0,179,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",FLLLBHKB_03100,,,,,FLLLBHKB_03100,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,1667.0,1667,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",FLLLBHKB_03101,,,,,FLLLBHKB_03101,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,947.0,947,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",FLLLBHKB_03102,,,,,FLLLBHKB_03102,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,398.0,398,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",FLLLBHKB_03113,,,,,FLLLBHKB_03113,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,527.0,527,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",FLLLBHKB_03114,,,,,FLLLBHKB_03114,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,1226.0,1226,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",FLLLBHKB_03115,,,,,FLLLBHKB_03115,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,536.0,536,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",FLLLBHKB_03116,,,,,FLLLBHKB_03116,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,941.0,941,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",FLLLBHKB_03117,,,,,FLLLBHKB_03117,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,869.0,869,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",FLLLBHKB_03118,,,,,FLLLBHKB_03118,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,209.0,209,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",FLLLBHKB_03119,,,,,FLLLBHKB_03119,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,368.0,368,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",FLLLBHKB_03120,,,,,FLLLBHKB_03120,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,485.0,485,1,,,,KFHGEANF_00556,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_00556,,,,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,377.0,377,1,,,,KFHGEANF_00557,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_00557,,,,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,179.0,179,1,,,,KFHGEANF_00558,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_00558,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,1847.0,1847,2,,,,KFHGEANF_00559,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",KFHGEANF_00559,,,,,,,AHGDBNMD_05098,3
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,191.0,191,2,,,,KFHGEANF_00560,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",KFHGEANF_00560,,,,,,,AHGDBNMD_05097,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,134.0,134,2,,,,KFHGEANF_00561,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",KFHGEANF_00561,,,,,,,AHGDBNMD_05096,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,182.0,182,2,,,,KFHGEANF_00562,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",KFHGEANF_00562,,,,,,,AHGDBNMD_05095,3
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,134.0,134,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",PNJLNNEM_03856,,,,PNJLNNEM_03856,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,251.0,251,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",PNJLNNEM_03869,,,,PNJLNNEM_03869,,,,2
3,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,327.0,317,3,,CPFIEJMN_03935,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 3.0}",PNJLNNEM_03877,AADFBFMN_05064,,,PNJLNNEM_03877,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,95.0,95,2,,CPFIEJMN_03942,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",PNJLNNEM_03884,,,,PNJLNNEM_03884,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,374.0,374,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",PNJLNNEM_03889,,,,PNJLNNEM_03889,,,,2
